1	1661461154725	946642.0
2	1661461155782	947713.0
3	1661461156025	947917.0
4	1661461156349	948274.0
5	1661461156564	948529.0
6	1661461157061	948988.0
7	1661461157318	949243.0
8	1661461157397	949345.0
9	1661461157704	949600.0
10	1661461157772	949702.0
11	1661461157864	949804.0
12	1661461158005	949957.0
13	1661461158314	950161.0
14	1661461158354	950314.0
15	1661461158643	950518.0
16	1661461158922	950773.0
17	1661461158992	950875.0
18	1661461159129	951028.0
19	1661461159348	951232.0
20	1661461159689	951589.0
21	1661461160156	952048.0
22	1661461160321	952201.0
23	1661461160517	952456.0
24	1661461160630	952507.0
25	1661461160795	952660.0
26	1661461160861	952762.0
27	1661461161405	953272.0
28	1661461161928	953834.0
29	1661461162150	954089.0
30	1661461162254	954191.0
31	1661461162512	954446.0
32	1661461162625	954548.0
33	1661461162837	954803.0
34	1661461163079	955007.0
35	1661461163686	955619.0
36	1661461164045	955976.0
37	1661461164281	956180.0
38	1661461164627	956537.0
39	1661461164729	956690.0
40	1661461165720	957609.0
41	1661461165899	957864.0
42	1661461166132	958068.0
43	1661461166306	958221.0
44	1661461166656	958578.0
45	1661461166963	958884.0
46	1661461167136	959037.0
47	1661461167326	959292.0
48	1661461167573	959496.0
49	1661461168010	959853.0
50	1661461168046	960006.0
51	1661461168165	960108.0
52	1661461168534	960465.0
53	1661461168698	960618.0
54	1661461168887	960822.0
55	1661461169019	960924.0
56	1661461169077	961026.0
57	1661461169343	961281.0
58	1661461169593	961485.0
59	1661461169721	961638.0
60	1661461170540	962454.0
61	1661461170885	962811.0
62	1661461171029	962913.0
63	1661461171341	963270.0
64	1661461171620	963525.0
65	1661461171817	963729.0
66	1661461172035	963984.0
67	1661461172274	964239.0
68	1661461172404	964341.0
69	1661461172561	964494.0
70	1661461172806	964698.0
71	1661461172999	964953.0
72	1661461173357	965310.0
73	1661461173474	965412.0
74	1661461173966	965871.0
75	1661461174169	966126.0
76	1661461174300	966228.0
77	1661461174437	966381.0
78	1661461174664	966585.0
79	1661461174900	966840.0
80	1661461175110	967044.0
81	1661461175252	967197.0
82	1661461175752	967656.0
83	1661461175941	967860.0
84	1661461176333	968268.0
85	1661461176526	968472.0
86	1661461176685	968625.0
87	1661461177007	968829.0
88	1661461177115	969084.0
89	1661461177252	969135.0
90	1661461177299	969186.0
91	1661461177686	969594.0
92	1661461178013	969900.0
93	1661461178083	970053.0
94	1661461178241	970155.0
95	1661461178307	970257.0
96	1661461178580	970512.0
97	1661461178889	970767.0
98	1661461178920	970869.0
99	1661461179084	970971.0
100	1661461179133	971073.0
101	1661461179370	971328.0
