1	1661565065135	2778433.0
2	1661565065226	2778535.0
3	1661565065235	2778586.0
4	1661565065245	2778637.0
5	1661565065252	2778688.0
6	1661565065258	2778739.0
7	1661565065265	2778790.0
8	1661565065271	2778892.0
9	1661565065277	2778943.0
10	1661565065283	2778994.0
11	1661565065288	2779045.0
12	1661565065294	2779096.0
13	1661565065302	2779147.0
14	1661565065311	2779198.0
15	1661565065318	2779249.0
16	1661565065323	2779300.0
17	1661565065329	2779351.0
18	1661565065336	2779402.0
19	1661565065345	2779504.0
20	1661565065352	2779555.0
21	1661565065364	2779606.0
22	1661565065377	2779657.0
23	1661565065387	2779708.0
24	1661565065397	2779810.0
25	1661565065410	2779861.0
26	1661565065423	2779912.0
27	1661565065434	2779963.0
28	1661565065441	2780014.0
29	1661565065454	2780065.0
30	1661565065464	2780167.0
31	1661565065476	2780218.0
32	1661565065483	2780320.0
33	1661565065489	2780371.0
34	1661565065496	2780422.0
35	1661565065502	2780473.0
36	1661565065511	2780524.0
37	1661565065518	2780575.0
38	1661565065525	2780626.0
39	1661565065533	2780677.0
40	1661565065540	2780728.0
41	1661565065551	2780779.0
42	1661565065564	2780830.0
43	1661565065574	2780881.0
44	1661565065584	2780932.0
45	1661565065594	2780983.0
46	1661565065606	2781034.0
47	1661565065614	2781136.0
48	1661565065631	2781187.0
49	1661565065649	2781238.0
50	1661565065667	2781289.0
51	1661565065685	2781340.0
52	1661565065695	2781391.0
53	1661565065702	2781442.0
54	1661565065708	2781493.0
55	1661565065713	2781544.0
56	1661565065719	2781595.0
57	1661565065726	2781646.0
58	1661565065733	2781697.0
59	1661565065738	2781748.0
60	1661565065743	2781799.0
61	1661565065749	2781850.0
62	1661565065757	2781901.0
63	1661565065766	2781952.0
64	1661565065776	2782003.0
65	1661565065788	2782054.0
66	1661565065798	2782156.0
67	1661565065810	2782207.0
68	1661565065823	2782258.0
69	1661565065837	2782309.0
70	1661565065853	2782360.0
71	1661565065876	2782411.0
72	1661565065897	2782462.0
73	1661565065911	2782513.0
74	1661565065919	2782564.0
75	1661565065929	2782615.0
76	1661565065938	2782666.0
77	1661565065947	2782717.0
78	1661565065961	2782768.0
79	1661565065984	2782819.0
80	1661565066003	2782921.0
81	1661565066051	2782972.0
82	1661565066067	2783023.0
83	1661565066077	2783074.0
84	1661565066090	2783125.0
85	1661565066116	2783227.0
86	1661565066128	2783329.0
87	1661565066137	2783380.0
88	1661565066146	2783431.0
89	1661565066155	2783482.0
